year,season,area,age,length
2015,2,3,13,98
2015,2,3,10,100
2015,2,3,10,106
2015,2,3,10,106
2015,2,3,13,110
2015,2,3,11,114
2015,2,3,14,114
2015,2,3,15,116
2015,2,3,13,118
2015,2,3,14,118
2015,2,3,14,118
2015,2,3,18,120
2015,2,3,18,120
2015,2,3,18,122
2015,2,3,19,122
2015,2,3,19,126
2015,2,3,18,128
2015,2,3,17,130
2015,2,3,19,130
2015,2,3,19,132
2015,2,3,22,132
2015,2,3,27,132
2015,2,3,22,134
2015,2,3,23,136
2015,2,3,27,136
2015,2,3,34,142
2015,2,3,35,142
2015,2,3,28,150
2015,3,3,7,86
2015,3,3,7,86
2015,3,3,7,86
2015,3,3,8,88
2015,3,3,9,88
2015,3,3,11,90
2015,3,3,8,92
2015,3,3,8,92
2015,3,3,9,92
2015,3,3,9,92
2015,3,3,9,92
2015,3,3,8,94
2015,3,3,9,94
2015,3,3,9,94
2015,3,3,9,94
2015,3,3,11,94
2015,3,3,7,96
2015,3,3,8,96
2015,3,3,11,96
2015,3,3,12,96
2015,3,3,9,98
2015,3,3,11,98
2015,3,3,10,100
2015,3,3,9,102
2015,3,3,10,102
2015,3,3,11,106
2015,3,3,10,108
2015,3,3,11,108
2015,3,3,10,110
2015,3,3,14,120
2015,3,3,18,128
2015,3,3,26,128
2015,3,3,20,130
2015,3,3,18,134
2015,3,3,23,140
2015,3,3,22,142
2015,4,3,10,100
2015,4,3,11,100
2015,4,3,13,100
2015,4,3,10,104
2015,4,3,11,104
2015,4,3,10,106
2015,4,3,11,108
2015,4,3,13,108
2015,4,3,12,110
2015,4,3,12,114
2015,4,3,13,116
2015,4,3,18,120
2015,4,3,16,122
2015,4,3,27,122
2015,4,3,19,128
2015,4,3,19,130
2015,4,3,21,132
2015,4,3,26,134
2015,4,3,22,138
2015,4,3,27,138
2015,4,3,27,142
2016,1,3,7,82
2016,1,3,10,96
2016,1,3,10,100
2016,1,3,11,100
2016,1,3,12,100
2016,1,3,10,102
2016,1,3,11,102
2016,1,3,12,104
2016,1,3,12,104
2016,1,3,14,104
2016,1,3,10,106
2016,1,3,12,106
2016,1,3,13,106
2016,1,3,14,106
2016,1,3,14,106
2016,1,3,14,108
2016,1,3,16,112
2016,1,3,16,112
2016,1,3,14,114
2016,1,3,15,122
2016,1,3,27,132
2016,1,3,22,134
2016,1,3,21,136
2011,1,7,39,140
2011,1,7,22,144
2011,1,7,28,144
2011,1,7,36,146
2011,1,7,20,148
2013,3,7,40,148
2014,1,7,7,96
2014,1,7,11,102
2014,1,7,14,112
2014,1,7,14,116
2014,1,7,15,118
2014,1,7,18,118
2014,1,7,19,124
2014,1,7,22,126
2014,1,7,15,130
2014,1,7,32,136
2014,1,7,31,140
2011,2,4,30,142
2011,2,4,37,182
2011,4,4,38,140
2012,1,4,25,160
2012,1,4,29,162
2012,1,4,34,162
2012,1,4,36,172
2012,1,4,40,176
2013,4,4,4,68
2013,4,4,5,68
2014,1,4,8,82
2014,1,4,8,82
2014,1,4,9,82
2014,1,4,8,88
2014,1,4,8,90
2014,1,4,10,98
2014,1,4,14,98
2014,1,4,11,100
2014,1,4,15,102
2014,1,4,12,106
2014,1,4,12,108
2014,1,4,17,120
2014,1,4,16,124
2014,1,4,22,146
2014,2,4,12,102
2014,2,4,12,106
2014,2,4,16,116
2014,2,4,14,118
2014,2,4,18,120
2014,2,4,15,122
2014,2,4,18,124
2014,2,4,19,124
2014,2,4,15,126
2014,2,4,19,126
2014,2,4,19,126
2014,2,4,18,128
2014,2,4,22,128
2014,2,4,17,130
2014,2,4,18,130
2014,2,4,21,130
2014,2,4,16,134
2014,2,4,27,134
2014,2,4,31,136
2014,2,4,26,146
2014,2,4,33,146
2014,3,4,4,54
2014,3,4,6,76
2014,3,4,6,76
2014,3,4,7,78
2014,3,4,7,80
2014,3,4,8,80
2014,3,4,7,84
2014,3,4,8,84
2014,3,4,7,86
2014,3,4,8,86
2014,3,4,11,92
2014,3,4,10,104
2014,3,4,12,104
2014,3,4,11,106
2014,3,4,11,108
2014,3,4,12,108
2014,3,4,10,112
2014,3,4,14,112
2014,3,4,14,114
2014,3,4,16,116
2014,3,4,27,132
2014,3,4,23,136
2014,3,4,29,138
2014,4,4,10,86
2014,4,4,10,86
2014,4,4,9,90
2014,4,4,10,94
2014,4,4,10,104
2014,4,4,12,106
2014,4,4,11,112
2014,4,4,14,114
2014,4,4,15,116
2014,4,4,11,118
2014,4,4,13,124
2014,4,4,18,130
2014,4,4,18,130
2014,4,4,19,130
2014,4,4,40,138
2014,4,4,31,140
2014,4,4,27,142
2014,4,4,37,144
2015,1,4,7,84
2015,1,4,8,94
2015,1,4,12,102
2015,1,4,13,104
2015,1,4,14,104
2015,1,4,21,122
2015,1,4,14,126
2015,2,4,7,88
2015,2,4,7,88
2015,2,4,8,88
2015,2,4,9,88
2015,2,4,11,92
2015,2,4,8,94
2015,2,4,8,96
2015,2,4,8,96
2015,2,4,8,98
2015,2,4,12,98
2015,2,4,9,100
2015,2,4,13,100
2015,2,4,10,106
2015,2,4,10,110
2015,2,4,12,110
2015,2,4,10,112
2015,2,4,13,112
2015,2,4,13,112
2015,2,4,14,112
2015,2,4,13,114
2015,2,4,13,114
2015,2,4,15,114
2015,2,4,13,116
2015,2,4,13,118
2015,2,4,16,118
2015,2,4,15,120
2015,2,4,18,120
2015,2,4,19,120
2015,2,4,16,122
2015,2,4,17,122
2015,2,4,18,122
2015,2,4,17,124
2015,2,4,23,126
2015,2,4,23,126
2015,2,4,19,130
2015,2,4,23,130
2015,2,4,22,132
2015,2,4,26,132
2015,2,4,35,136
2015,2,4,27,140
2015,2,4,39,140
2015,2,4,40,140
2015,2,4,28,144
2015,2,4,31,146
2015,2,4,29,162
2015,3,4,6,84
2015,3,4,8,88
2015,3,4,8,90
2015,3,4,11,90
2015,3,4,9,92
2015,3,4,9,92
2015,3,4,10,92
2015,3,4,8,94
2015,3,4,10,94
2015,3,4,10,94
2015,3,4,10,94
2015,3,4,8,96
2015,3,4,11,96
2015,3,4,11,98
2015,3,4,12,110
2015,3,4,10,112
2015,3,4,17,114
2015,3,4,17,122
2015,4,4,10,84
2015,4,4,8,96
2015,4,4,11,98
2015,4,4,14,110
2015,4,4,10,112
2015,4,4,14,126
2015,4,4,18,134
2015,4,4,26,144
2015,4,4,40,168
2016,1,4,7,90
2016,1,4,9,104
2016,1,4,10,104
2016,1,4,11,106
2016,1,4,11,106
2016,1,4,14,116
2016,1,4,23,128
2016,1,4,24,130
2016,1,4,34,160
2016,2,4,20,128
2016,2,4,22,134
2016,4,4,26,130
2016,4,4,31,148
2018,3,4,2,32
2018,3,4,2,34
2018,3,4,2,36
2018,3,4,2,38
2009,2,5,18,136
2011,2,5,16,106
2011,2,5,21,130
2011,2,5,18,134
2011,4,5,22,144
2014,1,5,21,136
2014,1,5,20,144
2014,2,5,9,92
2014,2,5,11,94
2014,2,5,11,106
2014,2,5,40,162
2014,3,5,14,118
2015,3,5,10,94
2015,3,5,14,114
2015,3,5,15,116
2016,1,5,11,104
2016,1,5,11,106
2016,1,5,19,122
2016,1,5,22,128
2016,1,5,21,142
2016,1,5,26,144
2016,2,5,10,92
2016,2,5,11,98
2017,2,5,18,132
2017,2,5,31,162
2017,3,5,11,90
2017,3,5,16,112
2017,3,5,18,128
2017,3,5,31,144
2010,3,6,18,136
2010,3,6,21,142
2013,2,6,2,42
2013,2,6,2,42
2013,2,6,7,70
2013,2,6,6,72
2013,2,6,6,72
2013,2,6,5,76
2013,2,6,7,78
2013,2,6,6,86
2013,2,6,8,86
2013,2,6,7,88
2013,2,6,8,90
2013,2,6,8,92
2013,2,6,7,94
2013,2,6,8,94
2013,2,6,9,96
2013,2,6,12,96
2013,2,6,10,98
2013,2,6,10,104
2013,2,6,11,112
2013,2,6,12,112
2013,2,6,13,112
2013,2,6,12,114
2013,2,6,15,114
2013,2,6,15,122
2013,2,6,24,128
2013,2,6,20,132
2013,3,6,4,68
2013,3,6,6,78
2013,4,6,4,64
2013,4,6,12,102
2013,4,6,14,112
2013,4,6,13,116
2013,4,6,20,124
2013,4,6,20,128
2014,2,6,5,64
2014,2,6,7,84
2014,2,6,11,102
2014,2,6,17,120
2014,2,6,37,132
2014,3,6,8,86
2014,3,6,9,98
2014,3,6,9,98
2014,3,6,12,114
2014,3,6,15,130
2014,3,6,18,132
2014,3,6,18,134
2014,3,6,19,134
2014,3,6,21,134
2014,3,6,22,134
2014,3,6,22,134
2014,3,6,22,134
2014,3,6,20,136
2014,3,6,22,136
2014,3,6,23,136
2014,3,6,22,138
2014,3,6,22,140
2014,3,6,23,144
2014,3,6,26,144
2014,3,6,27,144
2014,3,6,28,144
2014,3,6,26,146
2014,3,6,27,150
2014,3,6,25,152
2014,4,6,9,90
2014,4,6,10,98
2014,4,6,11,98
2014,4,6,11,98
2014,4,6,11,100
2014,4,6,12,100
2014,4,6,12,110
2014,4,6,15,110
2014,4,6,18,114
2015,1,6,3,58
2015,1,6,4,60
2015,1,6,5,76
2015,1,6,6,76
2015,1,6,7,80
2015,1,6,8,82
2015,1,6,8,92
2015,1,6,12,108
2015,1,6,14,108
2015,1,6,17,122
2015,2,6,6,74
2015,2,6,7,84
2015,2,6,11,104
2015,2,6,31,128
2015,3,6,10,96
2015,3,6,8,102
2015,3,6,13,106
2015,3,6,16,108
2015,3,6,13,112
2015,3,6,18,124
2015,3,6,17,132
2015,3,6,28,132
2015,3,6,23,140
2015,4,6,6,80
2015,4,6,7,80
2015,4,6,10,96
2016,3,6,17,130
2016,4,6,18,136
2016,4,6,22,136
2016,4,6,19,138
2016,4,6,26,142
2016,4,6,27,142
2017,2,6,21,136
1990,3,3,2,34
1991,3,3,2,30
1991,3,3,1,32
1991,3,3,2,32
1991,3,3,2,32
1991,3,3,2,46
1991,4,3,2,30
1992,1,3,3,48
1992,1,3,3,48
1992,2,3,2,48
1992,2,3,3,50
2013,2,3,2,34
2013,2,3,1,38
2013,2,3,2,40
2013,2,3,3,56
2013,2,3,4,62
2013,2,3,4,64
2013,2,3,4,66
2013,2,3,5,70
2013,3,3,3,46
2013,3,3,3,48
2013,4,3,3,44
2014,1,3,3,50
2014,1,3,5,70
2014,1,3,6,72
2014,1,3,5,74
2014,1,3,7,80
2014,1,3,8,84
2014,1,3,8,84
2014,1,3,7,86
2014,2,3,3,50
2014,2,3,3,52
2014,2,3,3,52
2014,2,3,4,56
2014,2,3,4,60
2014,2,3,5,64
2014,2,3,8,84
2014,3,3,2,42
2014,3,3,3,44
2014,3,3,2,46
2014,3,3,4,62
2014,3,3,5,64
2014,3,3,5,68
2014,3,3,5,68
2014,4,3,7,68
2014,4,3,5,72
2014,4,3,5,76
2015,1,3,7,70
2015,1,3,6,74
2015,1,3,7,74
2015,1,3,5,76
2015,1,3,6,84
2015,1,3,9,86
2015,1,3,7,88
2015,1,3,10,88
2015,2,3,2,46
2015,2,3,3,48
2015,2,3,3,52
2015,2,3,3,54
2015,2,3,3,54
2015,2,3,3,56
2015,2,3,3,56
2015,2,3,4,56
2015,2,3,3,58
2015,2,3,4,58
2015,2,3,4,60
2015,2,3,3,62
2015,2,3,5,64
2015,2,3,5,64
2015,2,3,5,64
2015,2,3,5,68
2015,2,3,5,70
2015,2,3,6,72
2015,2,3,4,78
2015,2,3,6,78
2015,2,3,6,80
2015,2,3,7,80
2015,2,3,8,82
2015,2,3,7,84
2015,2,3,7,86
2015,2,3,8,86
2015,2,3,9,90
2015,4,3,5,62
2015,4,3,6,74
2015,4,3,5,76
2015,4,3,6,76
2015,4,3,7,78
1991,1,4,4,66
1991,1,4,4,66
1992,1,4,3,56
1992,1,4,4,60
1992,2,4,4,54
1992,2,4,4,58
1992,2,4,4,58
2009,1,4,2,30
2009,1,4,2,34
2009,1,4,2,36
2009,1,4,1,38
2009,1,4,1,38
2009,2,4,1,32
2009,2,4,2,32
2014,1,4,3,48
2014,1,4,3,52
2014,1,4,4,52
2014,1,4,4,54
2014,1,4,3,56
2014,1,4,5,56
2014,1,4,3,58
2014,1,4,3,60
2014,1,4,5,62
2014,1,4,4,64
2014,1,4,5,66
2014,1,4,5,66
2014,1,4,5,72
2014,1,4,6,84
2014,1,4,8,92
2014,2,4,3,46
2014,2,4,3,62
2015,1,4,4,52
2015,1,4,3,62
2015,1,4,4,66
2015,1,4,7,70
2015,1,4,5,72
2015,1,4,6,76
2015,1,4,8,90
2015,4,4,5,58
2015,4,4,3,60
2015,4,4,4,60
2015,4,4,4,60
2015,4,4,4,64
2015,4,4,5,84
2015,4,4,7,84
2015,4,4,18,122
2017,2,4,1,32
2017,2,4,2,32
2017,2,4,2,36
2017,2,4,2,38
2017,2,4,2,38
2018,1,4,2,40
2013,2,4,5,58
2013,4,4,2,38
2013,4,4,2,42
2013,4,4,2,42
2013,4,4,2,42
2013,4,4,2,42
2013,4,4,2,42
2013,4,4,2,42
2013,4,4,2,44
2013,4,4,2,44
2013,4,4,2,44
2013,4,4,2,44
2013,4,4,2,44
2013,4,4,2,44
2013,4,4,2,44
2013,4,4,3,44
2013,4,4,2,46
2013,4,4,2,46
2013,4,4,2,46
2013,4,4,3,46
2013,4,4,3,46
2013,4,4,3,46
2013,4,4,3,48
2013,4,4,3,48
2013,4,4,3,48
2013,4,4,3,50
2013,4,4,3,50
2013,4,4,3,50
2013,4,4,3,50
2013,4,4,3,50
2013,4,4,4,50
2013,4,4,3,52
2013,4,4,3,52
2013,4,4,3,52
2013,4,4,3,52
2013,4,4,3,56
2013,4,4,4,60
2013,4,4,5,62
2013,4,4,4,66
2013,4,4,6,74
2013,4,4,6,74
2013,4,4,7,76
2013,4,4,6,78
2013,4,4,6,78
2013,4,4,7,78
2013,4,4,7,78
2013,4,4,8,78
2013,4,4,6,82
2013,4,4,7,88
2014,3,4,2,36
2014,3,4,2,36
2014,3,4,2,46
2014,3,4,3,48
2014,3,4,3,48
2014,3,4,3,50
2014,3,4,3,52
2014,3,4,3,54
2014,3,4,5,62
2014,3,4,6,68
2015,1,4,3,46
2015,3,4,4,54
2015,4,4,2,38
2015,4,4,3,52
2015,4,4,3,54
2015,4,4,4,54
2015,4,4,4,56
2015,4,4,4,58
2015,4,4,4,58
2015,4,4,5,60
2015,4,4,4,66
2018,1,7,1,14
2018,1,7,1,14
2018,1,7,1,14
2018,1,7,1,16
2018,1,7,1,16
2018,1,7,1,20
2018,1,7,1,22
2018,1,7,1,22
2018,1,7,1,22
2018,1,7,1,22
2018,1,7,1,22
2018,1,7,1,22
2018,1,7,1,22
2018,1,7,1,22
2018,1,7,1,22
2018,1,7,1,22
2018,1,7,1,24
2018,1,7,1,24
2018,1,7,1,24
2018,1,7,1,24
2018,1,7,1,24
2018,1,7,1,26
2018,1,7,1,30
2014,3,7,26,150
2014,3,7,35,154
2014,3,7,32,156
2014,4,7,33,148
2018,3,8,2,38
1991,1,8,4,60
1992,2,8,3,52
1992,2,8,3,56
1992,2,8,4,62
1997,1,8,4,46
2013,2,8,2,36
2013,2,8,2,38
2013,2,8,2,40
2013,3,8,2,38
2013,3,8,2,46
2013,3,8,3,46
2013,3,8,3,48
2013,3,8,3,50
2013,3,8,3,50
2013,3,8,4,54
2013,3,8,4,60
2013,4,8,1,28
2013,4,8,3,40
2013,4,8,3,46
2013,4,8,3,46
2013,4,8,3,46
2013,4,8,3,46
2013,4,8,3,48
2013,4,8,3,50
2013,4,8,2,52
2013,4,8,6,86
2014,3,8,5,64
2014,3,8,6,66
2017,1,8,12,90
2017,1,8,14,110
1991,1,7,1,24
1991,1,7,2,26
1991,3,7,2,36
1991,3,7,2,42
1992,2,7,3,48
