rel.group,area,year,season,program,length,lendist
1,3,1990,2,RTTP,10,0
1,3,1990,2,RTTP,12,0
1,3,1990,2,RTTP,14,0
1,3,1990,2,RTTP,16,0
1,3,1990,2,RTTP,18,0
1,3,1990,2,RTTP,20,0
1,3,1990,2,RTTP,22,0
1,3,1990,2,RTTP,24,0
1,3,1990,2,RTTP,26,0
1,3,1990,2,RTTP,28,0
1,3,1990,2,RTTP,30,0
1,3,1990,2,RTTP,32,0
1,3,1990,2,RTTP,34,0
1,3,1990,2,RTTP,36,0
1,3,1990,2,RTTP,38,0.823955324765328
1,3,1990,2,RTTP,40,0.823955324765328
1,3,1990,2,RTTP,42,0.823955324765328
1,3,1990,2,RTTP,44,0
1,3,1990,2,RTTP,46,1.64791064953066
1,3,1990,2,RTTP,48,6.59164259812262
1,3,1990,2,RTTP,50,2.47186597429598
1,3,1990,2,RTTP,52,9.06350857241861
1,3,1990,2,RTTP,54,12.3593298714799
1,3,1990,2,RTTP,56,5.76768727335729
1,3,1990,2,RTTP,58,6.59164259812262
1,3,1990,2,RTTP,60,2.47186597429598
1,3,1990,2,RTTP,62,0.823955324765328
1,3,1990,2,RTTP,64,0
1,3,1990,2,RTTP,66,0.823955324765328
1,3,1990,2,RTTP,68,0
1,3,1990,2,RTTP,70,0
1,3,1990,2,RTTP,72,0
1,3,1990,2,RTTP,74,0
1,3,1990,2,RTTP,76,0
1,3,1990,2,RTTP,78,0
1,3,1990,2,RTTP,80,0
1,3,1990,2,RTTP,82,0
1,3,1990,2,RTTP,84,0
1,3,1990,2,RTTP,86,0
1,3,1990,2,RTTP,88,0
1,3,1990,2,RTTP,90,0
1,3,1990,2,RTTP,92,0
1,3,1990,2,RTTP,94,0
1,3,1990,2,RTTP,96,0
1,3,1990,2,RTTP,98,0
1,3,1990,2,RTTP,100,0
1,3,1990,2,RTTP,102,0
1,3,1990,2,RTTP,104,0
1,3,1990,2,RTTP,106,0
1,3,1990,2,RTTP,108,0
1,3,1990,2,RTTP,110,0
1,3,1990,2,RTTP,112,0
1,3,1990,2,RTTP,114,0
1,3,1990,2,RTTP,116,0
1,3,1990,2,RTTP,118,0
1,3,1990,2,RTTP,120,0
1,3,1990,2,RTTP,122,0
1,3,1990,2,RTTP,124,0
1,3,1990,2,RTTP,126,0
1,3,1990,2,RTTP,128,0
1,3,1990,2,RTTP,130,0
1,3,1990,2,RTTP,132,0
1,3,1990,2,RTTP,134,0
1,3,1990,2,RTTP,136,0
1,3,1990,2,RTTP,138,0
1,3,1990,2,RTTP,140,0
1,3,1990,2,RTTP,142,0
1,3,1990,2,RTTP,144,0
