year,season,fishery,ess,length,obs,pred
1988,4,13,150.3673,154,0,0
1988,4,13,150.3673,156,0,0
1988,4,13,150.3673,158,0,0
1988,4,13,150.3673,160,0,0
1988,4,13,150.3673,162,0,0
1988,4,13,150.3673,164,0,0
1988,4,13,150.3673,166,0,0
1988,4,13,150.3673,168,0,0
1988,4,13,150.3673,170,0,0
1988,4,13,150.3673,172,0,0
1988,4,13,150.3673,174,0,0
1988,4,13,150.3673,176,0,0
1988,4,13,150.3673,178,0,0
1988,4,13,150.3673,180,0,0
1988,4,13,150.3673,182,0,0
1988,4,13,150.3673,184,0,0
1988,4,13,150.3673,186,0,0
1988,4,13,150.3673,188,0,0
1988,4,13,150.3673,190,0,0
1988,4,13,150.3673,192,0,0
1988,4,13,150.3673,194,0,0
1988,4,13,150.3673,196,0,0
1988,4,13,150.3673,198,0,0
1989,1,13,158.903,10,0,0
1989,1,13,158.903,12,0,0
1989,1,13,158.903,14,0,0
1989,1,13,158.903,16,0,1e-04
1989,1,13,158.903,18,0,3e-04
1989,1,13,158.903,20,0,6e-04
1989,1,13,158.903,22,0,8e-04
1989,1,13,158.903,24,0,9e-04
1989,1,13,158.903,26,0,0.0011
1989,1,13,158.903,28,0,0.0018
1989,1,13,158.903,30,0,0.0035
1989,1,13,158.903,32,0,0.0066
1989,1,13,158.903,34,0,0.0103
1989,1,13,158.903,36,0,0.014
1989,1,13,158.903,38,0,0.0163
1989,1,13,158.903,40,0,0.0193
1989,1,13,158.903,42,2e-04,0.0264
1989,1,13,158.903,44,0.0064,0.0389
1989,1,13,158.903,46,0.0465,0.0542
1989,1,13,158.903,48,0.1397,0.0652
1989,1,13,158.903,50,0.286,0.0666
1989,1,13,158.903,52,0.315,0.0593
1989,1,13,158.903,54,0.1326,0.0491
1989,1,13,158.903,56,0.0502,0.0414
1989,1,13,158.903,58,0.0036,0.0386
1989,1,13,158.903,60,0.0017,0.039
1989,1,13,158.903,62,0.0021,0.0409
1989,1,13,158.903,64,0.0024,0.0432
1989,1,13,158.903,66,0.0033,0.0462
1989,1,13,158.903,68,0.0033,0.0482
1989,1,13,158.903,70,0.0024,0.048
1989,1,13,158.903,72,0.0038,0.0447
1989,1,13,158.903,74,7e-04,0.039
1989,1,13,158.903,76,2e-04,0.0322
1989,1,13,158.903,78,0,0.0257
1989,1,13,158.903,80,0,0.0196
1989,1,13,158.903,82,0,0.0142
1989,1,13,158.903,84,0,0.0096
1989,1,13,158.903,86,0,0.0058
1989,1,13,158.903,88,0,0.0036
1989,1,13,158.903,90,0,0.0022
1989,1,13,158.903,92,0,0.0017
1989,1,13,158.903,94,0,0.0016
1989,1,13,158.903,96,0,0.0018
1989,1,13,158.903,98,0,0.0021
1989,1,13,158.903,100,0,0.0024
1989,1,13,158.903,102,0,0.0025
1989,1,13,158.903,104,0,0.0025
1989,1,13,158.903,106,0,0.0022
1989,1,13,158.903,108,0,0.0019
1989,1,13,158.903,110,0,0.0014
1989,1,13,158.903,112,0,0.001
1989,1,13,158.903,114,0,6e-04
1989,1,13,158.903,116,0,4e-04
1989,1,13,158.903,118,0,2e-04
1989,1,13,158.903,120,0,1e-04
1989,1,13,158.903,122,0,0
1989,1,13,158.903,124,0,0
1989,1,13,158.903,126,0,0
1989,1,13,158.903,128,0,0
1989,1,13,158.903,130,0,0
1989,1,13,158.903,132,0,0
1989,1,13,158.903,134,0,0
1989,1,13,158.903,136,0,0
1989,1,13,158.903,138,0,0
1989,1,13,158.903,140,0,0
1989,1,13,158.903,142,0,0
1989,1,13,158.903,144,0,0
1989,1,13,158.903,146,0,0
1989,1,13,158.903,148,0,0
1989,1,13,158.903,150,0,0
1989,1,13,158.903,152,0,0
1989,1,13,158.903,154,0,0
1989,1,13,158.903,156,0,0
1989,1,13,158.903,158,0,0
1989,1,13,158.903,160,0,0
1989,1,13,158.903,162,0,0
1989,1,13,158.903,164,0,0
1989,1,13,158.903,166,0,0
1989,1,13,158.903,168,0,0
1989,1,13,158.903,170,0,0
1989,1,13,158.903,172,0,0
1989,1,13,158.903,174,0,0
1989,1,13,158.903,176,0,0
1989,1,13,158.903,178,0,0
1989,1,13,158.903,180,0,0
1989,1,13,158.903,182,0,0
1989,1,13,158.903,184,0,0
1989,1,13,158.903,186,0,0
1989,1,13,158.903,188,0,0
1989,1,13,158.903,190,0,0
1989,1,13,158.903,192,0,0
1989,1,13,158.903,194,0,0
1989,1,13,158.903,196,0,0
1989,1,13,158.903,198,0,0
1989,2,13,401.2945,10,0,0
1989,2,13,401.2945,12,0,0
1989,2,13,401.2945,14,0,0
1989,2,13,401.2945,16,0,1e-04
1989,2,13,401.2945,18,0,2e-04
1989,2,13,401.2945,20,0,4e-04
1989,2,13,401.2945,22,0,5e-04
1989,2,13,401.2945,24,0,6e-04
1989,2,13,401.2945,26,0,6e-04
1989,2,13,401.2945,28,0,6e-04
1989,2,13,401.2945,30,0,9e-04
1989,2,13,401.2945,32,0,0.0015
1989,2,13,401.2945,34,0,0.0023
1989,2,13,401.2945,36,0,0.0043
1989,2,13,401.2945,38,0.001,0.0074
1989,2,13,401.2945,40,0.007,0.0141
1989,2,13,401.2945,42,0,0.027
1989,2,13,401.2945,44,0.0161,0.0463
1989,2,13,401.2945,46,0.044,0.0682
1989,2,13,401.2945,48,0.0999,0.0838
1989,2,13,401.2945,50,0.1564,0.0873
1989,2,13,401.2945,52,0.2016,0.0803
1989,2,13,401.2945,54,0.1616,0.0701
1989,2,13,401.2945,56,0.0892,0.0631
1989,2,13,401.2945,58,0.0586,0.0598
1989,2,13,401.2945,60,0.0262,0.0563
1989,2,13,401.2945,62,0.0188,0.0493
1989,2,13,401.2945,64,0.0213,0.0386
1989,2,13,401.2945,66,0.0066,0.0284
1989,2,13,401.2945,68,0.003,0.0208
1989,2,13,401.2945,70,0.002,0.0167
1989,2,13,401.2945,72,0.0064,0.0156
1989,2,13,401.2945,74,0.0086,0.0162
1989,2,13,401.2945,76,0.005,0.0171
1989,2,13,401.2945,78,0.0133,0.018
1989,2,13,401.2945,80,0.0121,0.0181
1989,2,13,401.2945,82,0.0143,0.0172
1989,2,13,401.2945,84,0.0134,0.0155
1989,2,13,401.2945,86,0.0099,0.0132
1989,2,13,401.2945,88,0.0035,0.0106
1989,2,13,401.2945,90,0,0.008
1989,2,13,401.2945,92,0,0.0056
1989,2,13,401.2945,94,0,0.0037
1989,2,13,401.2945,96,0,0.0023
1989,2,13,401.2945,98,0,0.0016
1989,2,13,401.2945,100,0,0.0012
1989,2,13,401.2945,102,0,0.001
1989,2,13,401.2945,104,0,9e-04
1989,2,13,401.2945,106,0,9e-04
1989,2,13,401.2945,108,0,9e-04
1989,2,13,401.2945,110,0,8e-04
1989,2,13,401.2945,112,0,6e-04
1989,2,13,401.2945,114,0,5e-04
1989,2,13,401.2945,116,0,4e-04
1989,2,13,401.2945,118,0,2e-04
1989,2,13,401.2945,120,0,1e-04
1989,2,13,401.2945,122,0,1e-04
1989,2,13,401.2945,124,0,0
1989,2,13,401.2945,126,0,0
1989,2,13,401.2945,128,0,0
1989,2,13,401.2945,130,0,0
1989,2,13,401.2945,132,0,0
1989,2,13,401.2945,134,0,0
1989,2,13,401.2945,136,0,0
1989,2,13,401.2945,138,0,0
1989,2,13,401.2945,140,0,0
1989,2,13,401.2945,142,0,0
1989,2,13,401.2945,144,0,0
1989,2,13,401.2945,146,0,0
1989,2,13,401.2945,148,0,0
1989,2,13,401.2945,150,0,0
1989,2,13,401.2945,152,0,0
1989,2,13,401.2945,154,0,0
1989,2,13,401.2945,156,0,0
1989,2,13,401.2945,158,0,0
1989,2,13,401.2945,160,0,0
1989,2,13,401.2945,162,0,0
1989,2,13,401.2945,164,0,0
1989,2,13,401.2945,166,0,0
1989,2,13,401.2945,168,0,0
1989,2,13,401.2945,170,0,0
1989,2,13,401.2945,172,0,0
1989,2,13,401.2945,174,0,0
1989,2,13,401.2945,176,0,0
1989,2,13,401.2945,178,0,0
1989,2,13,401.2945,180,0,0
1989,2,13,401.2945,182,0,0
1989,2,13,401.2945,184,0,0
1989,2,13,401.2945,186,0,0
1989,2,13,401.2945,188,0,0
1989,2,13,401.2945,190,0,0
1989,2,13,401.2945,192,0,0
1989,2,13,401.2945,194,0,0
1989,2,13,401.2945,196,0,0
1989,2,13,401.2945,198,0,0
1989,3,13,78.9903,10,0,0
1989,3,13,78.9903,12,0,0
1989,3,13,78.9903,14,0,6e-04
1989,3,13,78.9903,16,0,0.0021
1989,3,13,78.9903,18,0,0.0051
1989,3,13,78.9903,20,0,0.0096
1989,3,13,78.9903,22,0,0.0135
1989,3,13,78.9903,24,0,0.0145
1989,3,13,78.9903,26,0,0.0119
1989,3,13,78.9903,28,0,0.0076
1989,3,13,78.9903,30,0,0.004
1989,3,13,78.9903,32,0,0.0023
1989,3,13,78.9903,34,0,0.0021
1989,3,13,78.9903,36,0,0.0025
1989,3,13,78.9903,38,0,0.0032
1989,3,13,78.9903,40,0,0.0045
1989,3,13,78.9903,42,0,0.0072
1989,3,13,78.9903,44,0,0.0115
1989,3,13,78.9903,46,0,0.018
1989,3,13,78.9903,48,0,0.0245
1989,3,13,78.9903,50,0.0452,0.0316
1989,3,13,78.9903,52,0.0698,0.0415
1989,3,13,78.9903,54,0.2434,0.0559
1989,3,13,78.9903,56,0.1253,0.0732
1989,3,13,78.9903,58,0.115,0.0875
1989,3,13,78.9903,60,0.0565,0.0922
1989,3,13,78.9903,62,0.0062,0.0847
1989,3,13,78.9903,64,0,0.0686
1989,3,13,78.9903,66,0,0.0509
1989,3,13,78.9903,68,0,0.0362
1989,3,13,78.9903,70,0.0062,0.026
1989,3,13,78.9903,72,0,0.0193
1989,3,13,78.9903,74,0.0308,0.0149
1989,3,13,78.9903,76,0,0.0119
1989,3,13,78.9903,78,0.0062,0.011
1989,3,13,78.9903,80,0.0554,0.0115
1989,3,13,78.9903,82,0.0616,0.0129
1989,3,13,78.9903,84,0.0924,0.0148
1989,3,13,78.9903,86,0.0554,0.0162
1989,3,13,78.9903,88,0.0185,0.017
1989,3,13,78.9903,90,0,0.0167
1989,3,13,78.9903,92,0,0.0154
1989,3,13,78.9903,94,0.0062,0.0132
1989,3,13,78.9903,96,0,0.0105
1989,3,13,78.9903,98,0,0.0078
1989,3,13,78.9903,100,0,0.0053
1989,3,13,78.9903,102,0.0062,0.0034
1989,3,13,78.9903,104,0,0.002
1989,3,13,78.9903,106,0,0.0012
1989,3,13,78.9903,108,0,7e-04
1989,3,13,78.9903,110,0,4e-04
1989,3,13,78.9903,112,0,2e-04
1989,3,13,78.9903,114,0,2e-04
1989,3,13,78.9903,116,0,2e-04
1989,3,13,78.9903,118,0,1e-04
1989,3,13,78.9903,120,0,1e-04
1989,3,13,78.9903,122,0,1e-04
1989,3,13,78.9903,124,0,0
1989,3,13,78.9903,126,0,0
1989,3,13,78.9903,128,0,0
1989,3,13,78.9903,130,0,0
1989,3,13,78.9903,132,0,0
1989,3,13,78.9903,134,0,0
1989,3,13,78.9903,136,0,0
1989,3,13,78.9903,138,0,0
1989,3,13,78.9903,140,0,0
1989,3,13,78.9903,142,0,0
1989,3,13,78.9903,144,0,0
1989,3,13,78.9903,146,0,0
1989,3,13,78.9903,148,0,0
1989,3,13,78.9903,150,0,0
1989,3,13,78.9903,152,0,0
1989,3,13,78.9903,154,0,0
1989,3,13,78.9903,156,0,0
1989,3,13,78.9903,158,0,0
1989,3,13,78.9903,160,0,0
1989,3,13,78.9903,162,0,0
1989,3,13,78.9903,164,0,0
1989,3,13,78.9903,166,0,0
1989,3,13,78.9903,168,0,0
1989,3,13,78.9903,170,0,0
1989,3,13,78.9903,172,0,0
1989,3,13,78.9903,174,0,0
1989,3,13,78.9903,176,0,0
1989,3,13,78.9903,178,0,0
1989,3,13,78.9903,180,0,0
1989,3,13,78.9903,182,0,0
1989,3,13,78.9903,184,0,0
1989,3,13,78.9903,186,0,0
1989,3,13,78.9903,188,0,0
1989,3,13,78.9903,190,0,0
1989,3,13,78.9903,192,0,0
1989,3,13,78.9903,194,0,0
1989,3,13,78.9903,196,0,0
1989,3,13,78.9903,198,0,0
1990,1,13,679.664,10,0,0
1990,1,13,679.664,12,0,0
1990,1,13,679.664,14,0,3e-04
1990,1,13,679.664,16,0,8e-04
1990,1,13,679.664,18,0,0.002
1990,1,13,679.664,20,0,0.0038
1990,1,13,679.664,22,0,0.0054
1990,1,13,679.664,24,0,0.0058
1990,1,13,679.664,26,0,0.0049
1990,1,13,679.664,28,0,0.0035
1990,1,13,679.664,30,0,0.0027
1990,1,13,679.664,32,0,0.0032
1990,1,13,679.664,34,0,0.0044
1990,1,13,679.664,36,2e-04,0.0077
1990,1,13,679.664,38,6e-04,0.0129
1990,1,13,679.664,40,0.0053,0.0243
1990,1,13,679.664,42,0.0103,0.0463
1990,1,13,679.664,44,0.0399,0.0793
1990,1,13,679.664,46,0.0878,0.1151
1990,1,13,679.664,48,0.1744,0.1385
1990,1,13,679.664,50,0.2371,0.1377
1990,1,13,679.664,52,0.1313,0.1133
1990,1,13,679.664,54,0.0809,0.0777
1990,1,13,679.664,56,0.0264,0.0455
1990,1,13,679.664,58,0.0121,0.0239
1990,1,13,679.664,60,0.0204,0.0127
1990,1,13,679.664,62,0.0115,0.0077
1990,1,13,679.664,64,0.0166,0.005
1990,1,13,679.664,66,0.0134,0.0044
1990,1,13,679.664,68,0.0104,0.0042
1990,1,13,679.664,70,0.0203,0.0043
1990,1,13,679.664,72,0.0098,0.0046
1990,1,13,679.664,74,0.0051,0.0051
1990,1,13,679.664,76,0.0019,0.0054
1990,1,13,679.664,78,0.0015,0.0056
1990,1,13,679.664,80,0.0024,0.0055
1990,1,13,679.664,82,0.001,0.0052
1990,1,13,679.664,84,6e-04,0.0048
1990,1,13,679.664,86,0.0028,0.0045
1990,1,13,679.664,88,0.0028,0.0044
1990,1,13,679.664,90,0.0019,0.0046
1990,1,13,679.664,92,0.0032,0.005
1990,1,13,679.664,94,0.0068,0.0056
1990,1,13,679.664,96,0.0063,0.0061
1990,1,13,679.664,98,0.0034,0.0064
1990,1,13,679.664,100,0.007,0.0064
1990,1,13,679.664,102,0.0172,0.0059
1990,1,13,679.664,104,0.013,0.0051
1990,1,13,679.664,106,0.0097,0.0041
1990,1,13,679.664,108,0.0037,0.0031
1990,1,13,679.664,110,0,0.0022
1990,1,13,679.664,112,0,0.0014
1990,1,13,679.664,114,0,9e-04
1990,1,13,679.664,116,8e-04,5e-04
1990,1,13,679.664,118,0,2e-04
1990,1,13,679.664,120,0,1e-04
1990,1,13,679.664,122,0,1e-04
1990,1,13,679.664,124,8e-04,0
1990,1,13,679.664,126,0,0
1990,1,13,679.664,128,0,0
1990,1,13,679.664,130,0,0
1990,1,13,679.664,132,0,0
1990,1,13,679.664,134,0,0
1990,1,13,679.664,136,0,0
1990,1,13,679.664,138,0,0
1990,1,13,679.664,140,0,0
1990,1,13,679.664,142,0,0
1990,1,13,679.664,144,0,0
1990,1,13,679.664,146,0,0
1990,1,13,679.664,148,0,0
1990,1,13,679.664,150,0,0
1990,1,13,679.664,152,0,0
1990,1,13,679.664,154,0,0
1990,1,13,679.664,156,0,0
1990,1,13,679.664,158,0,0
1990,1,13,679.664,160,0,0
1990,1,13,679.664,162,0,0
1990,1,13,679.664,164,0,0
1990,1,13,679.664,166,0,0
1990,1,13,679.664,168,0,0
1990,1,13,679.664,170,0,0
1990,1,13,679.664,172,0,0
1990,1,13,679.664,174,0,0
1990,1,13,679.664,176,0,0
1990,1,13,679.664,178,0,0
1990,1,13,679.664,180,0,0
1990,1,13,679.664,182,0,0
1990,1,13,679.664,184,0,0
1990,1,13,679.664,186,0,0
1990,1,13,679.664,188,0,0
1990,1,13,679.664,190,0,0
1990,1,13,679.664,192,0,0
1990,1,13,679.664,194,0,0
1990,1,13,679.664,196,0,0
1990,1,13,679.664,198,0,0
1990,4,13,250.8394,10,0,0
1990,4,13,250.8394,12,0,0
1990,4,13,250.8394,14,0,3e-04
1990,4,13,250.8394,16,0,9e-04
1990,4,13,250.8394,18,0,0.0022
1990,4,13,250.8394,20,0,0.0042
1990,4,13,250.8394,22,0,0.006
1990,4,13,250.8394,24,0,0.0064
1990,4,13,250.8394,26,0,0.0056
1990,4,13,250.8394,28,0,0.0044
1990,4,13,250.8394,30,0,0.0044
1990,4,13,250.8394,32,0,0.0062
1990,4,13,250.8394,34,0,0.009
1990,4,13,250.8394,36,0,0.0121
1990,4,13,250.8394,38,0.0022,0.0141
1990,4,13,250.8394,40,0.0022,0.0169
1990,4,13,250.8394,42,0.019,0.0231
1990,4,13,250.8394,44,0.008,0.0343
1990,4,13,250.8394,46,0.0072,0.0488
1990,4,13,250.8394,48,0.0406,0.0602
1990,4,13,250.8394,50,0.0394,0.0654
1990,4,13,250.8394,52,0.0296,0.0659
1990,4,13,250.8394,54,0.0094,0.0667
1990,4,13,250.8394,56,0.0304,0.0707
1990,4,13,250.8394,58,0.0739,0.0754
1990,4,13,250.8394,60,0.07,0.0755
1990,4,13,250.8394,62,0.052,0.0678
1990,4,13,250.8394,64,0.0559,0.054
1990,4,13,250.8394,66,0.1075,0.0397
1990,4,13,250.8394,68,0.1234,0.0281
1990,4,13,250.8394,70,0.1808,0.0207
1990,4,13,250.8394,72,0.0838,0.0164
1990,4,13,250.8394,74,0.0366,0.0138
1990,4,13,250.8394,76,0.0283,0.0117
1990,4,13,250.8394,78,0,0.0101
1990,4,13,250.8394,80,0,0.0083
1990,4,13,250.8394,82,0,0.0065
1990,4,13,250.8394,84,0,0.0048
1990,4,13,250.8394,86,0,0.0035
1990,4,13,250.8394,88,0,0.0028
1990,4,13,250.8394,90,0,0.0027
1990,4,13,250.8394,92,0,0.0029
1990,4,13,250.8394,94,0,0.0033
1990,4,13,250.8394,96,0,0.0036
1990,4,13,250.8394,98,0,0.0038
1990,4,13,250.8394,100,0,0.0037
1990,4,13,250.8394,102,0,0.0033
1990,4,13,250.8394,104,0,0.0028
1990,4,13,250.8394,106,0,0.0022
1990,4,13,250.8394,108,0,0.0016
1990,4,13,250.8394,110,0,0.0011
1990,4,13,250.8394,112,0,8e-04
1990,4,13,250.8394,114,0,5e-04
1990,4,13,250.8394,116,0,3e-04
1990,4,13,250.8394,118,0,2e-04
1990,4,13,250.8394,120,0,1e-04
1990,4,13,250.8394,122,0,1e-04
1990,4,13,250.8394,124,0,0
1990,4,13,250.8394,126,0,0
1990,4,13,250.8394,128,0,0
1990,4,13,250.8394,130,0,0
1990,4,13,250.8394,132,0,0
1990,4,13,250.8394,134,0,0
1990,4,13,250.8394,136,0,0
1990,4,13,250.8394,138,0,0
1990,4,13,250.8394,140,0,0
1990,4,13,250.8394,142,0,0
1990,4,13,250.8394,144,0,0
1990,4,13,250.8394,146,0,0
1990,4,13,250.8394,148,0,0
1990,4,13,250.8394,150,0,0
1990,4,13,250.8394,152,0,0
1990,4,13,250.8394,154,0,0
1990,4,13,250.8394,156,0,0
1990,4,13,250.8394,158,0,0
1990,4,13,250.8394,160,0,0
1990,4,13,250.8394,162,0,0
1990,4,13,250.8394,164,0,0
1990,4,13,250.8394,166,0,0
1990,4,13,250.8394,168,0,0
1990,4,13,250.8394,170,0,0
1990,4,13,250.8394,172,0,0
1990,4,13,250.8394,174,0,0
1990,4,13,250.8394,176,0,0
1990,4,13,250.8394,178,0,0
1990,4,13,250.8394,180,0,0
1990,4,13,250.8394,182,0,0
1990,4,13,250.8394,184,0,0
1990,4,13,250.8394,186,0,0
1990,4,13,250.8394,188,0,0
1990,4,13,250.8394,190,0,0
1990,4,13,250.8394,192,0,0
1990,4,13,250.8394,194,0,0
1990,4,13,250.8394,196,0,0
1990,4,13,250.8394,198,0,0
1991,4,13,245.4077,10,0,0
1991,4,13,245.4077,12,0,0
1991,4,13,245.4077,14,0,2e-04
1991,4,13,245.4077,16,0,7e-04
1991,4,13,245.4077,18,0,0.0018
1991,4,13,245.4077,20,0,0.0033
1991,4,13,245.4077,22,0,0.0047
1991,4,13,245.4077,24,0,0.0051
1991,4,13,245.4077,26,0,0.0045
1991,4,13,245.4077,28,0,0.0036
1991,4,13,245.4077,30,0,0.0039
1991,4,13,245.4077,32,0,0.0057
1991,4,13,245.4077,34,0,0.0084
1991,4,13,245.4077,36,0,0.0109
1991,4,13,245.4077,38,0,0.0119
1991,4,13,245.4077,40,0.0034,0.0124
1991,4,13,245.4077,42,0.0064,0.0144
1991,4,13,245.4077,44,0.0331,0.0192
1991,4,13,245.4077,46,0.0318,0.0269
1991,4,13,245.4077,48,0.0075,0.034
1991,4,13,245.4077,50,0.0189,0.0394
1991,4,13,245.4077,52,0.0045,0.0448
1991,4,13,245.4077,54,0.0114,0.0528
1991,4,13,245.4077,56,0.0058,0.0637
1991,4,13,245.4077,58,0.0196,0.0737
1991,4,13,245.4077,60,0.1258,0.0775
1991,4,13,245.4077,62,0.2645,0.0732
1991,4,13,245.4077,64,0.2402,0.0628
1991,4,13,245.4077,66,0.0912,0.0514
1991,4,13,245.4077,68,0.0667,0.042
1991,4,13,245.4077,70,0.0028,0.0349
