year,season,fishery,area,catch
1972,3,3,2,0
1973,3,3,2,0
1974,3,3,2,0
1975,3,3,2,0
1976,3,3,2,0
1977,3,3,2,0
1978,3,3,2,0
1979,3,3,2,0
1980,3,3,2,0
1981,3,3,2,0
1982,3,3,2,0
1983,3,3,2,0
1984,3,3,2,0
1985,3,3,2,0
1986,3,3,2,0
1987,3,3,2,0
1988,3,3,2,0
1989,3,3,2,0
1990,3,3,2,0
1991,3,3,2,255.928
1992,3,3,2,162.165
1993,3,3,2,237.439
1994,3,3,2,150.587
1995,3,3,2,262.878
1996,3,3,2,283.607
1997,3,3,2,249.541
1998,3,3,2,509.513
1999,3,3,2,670.185
2000,3,3,2,385.768
2001,3,3,2,261.53
2002,3,3,2,865.555
2003,3,3,2,821.548
2004,3,3,2,904.425
2005,3,3,2,812.226
2006,3,3,2,622.675
2007,3,3,2,949.807
2008,3,3,2,520.866
2009,3,3,2,964.724
2010,3,3,2,813.73
2011,3,3,2,538.097
2012,3,3,2,924.298
2013,3,3,2,479.404
2014,3,3,2,1240.02
2015,3,3,2,374.073
2016,3,3,2,510.171
2017,3,3,2,579.644
2018,3,3,2,838.74
2019,3,3,2,958.454
2020,3,3,2,772.812
2021,3,3,2,886.649
1952,3,4,3,244.332
1953,3,4,3,1023.53
1954,3,4,3,201.987
1955,3,4,3,156.192
1956,3,4,3,247.942
1957,3,4,3,510.186
1958,3,4,3,926.005
1959,3,4,3,450.646
1960,3,4,3,750.289
1961,3,4,3,1655.95
1962,3,4,3,1686.43
1963,3,4,3,2204.99
1964,3,4,3,996.5
1965,3,4,3,1352.28
1966,3,4,3,1603.99
1967,3,4,3,1047.02
1968,3,4,3,1324.01
1969,3,4,3,1798.22
1970,3,4,3,1041.68
1971,3,4,3,1174.37
1972,3,4,3,2575.54
1973,3,4,3,1528.34
1974,3,4,3,2093.6
1975,3,4,3,1557.21
1976,3,4,3,1688.92
1977,3,4,3,3524.45
1978,3,4,3,1783.71
1979,3,4,3,3708.14
1980,3,4,3,3334.86
1981,3,4,3,1870.39
1982,3,4,3,1778.53
1983,3,4,3,881.308
1984,3,4,3,2310.25
1985,3,4,3,2761.27
1986,3,4,3,1348.08
1987,3,4,3,2346.03
1988,3,4,3,1817.57
1989,3,4,3,3102.79
1990,3,4,3,5169.92
1991,3,4,3,2295.3
1992,3,4,3,3264.3
1993,3,4,3,2716.7
1994,3,4,3,2680.03
1995,3,4,3,1606.9
1996,3,4,3,1379.87
1997,3,4,3,1920.21
1998,3,4,3,1836.34
1999,3,4,3,2550.77
2000,3,4,3,2486.57
2001,3,4,3,2241.51
2002,3,4,3,2807.53
2003,3,4,3,2486.21
2004,3,4,3,2804.12
2005,3,4,3,2518.88
2006,3,4,3,2811.98
2007,3,4,3,1180.42
2008,3,4,3,1463.64
2009,3,4,3,1683.3
2010,3,4,3,961.071
2011,3,4,3,2123.97
2012,3,4,3,2162.21
2013,3,4,3,1548.15
2014,3,4,3,3173.63
2015,3,4,3,1927.42
2016,3,4,3,951.81
2017,3,4,3,1343.48
2018,3,4,3,1352.19
2019,3,4,3,1035.81
2020,3,4,3,773.889
2021,3,4,3,963.43
1952,3,5,3,0
1953,3,5,3,0
1954,3,5,3,0
1955,3,5,3,0
1956,3,5,3,0
1957,3,5,3,0
1958,3,5,3,0
1959,3,5,3,0
1960,3,5,3,0
1961,3,5,3,0
1962,3,5,3,0
1963,3,5,3,0
1964,3,5,3,0
1965,3,5,3,0
1966,3,5,3,0
1967,3,5,3,0
1968,3,5,3,0
1969,3,5,3,0
1970,3,5,3,0
1971,3,5,3,0
1972,3,5,3,0
1973,3,5,3,0
1974,3,5,3,0
1975,3,5,3,0
1976,3,5,3,0
1977,3,5,3,0
1978,3,5,3,0
1979,3,5,3,0
1980,3,5,3,0
1981,3,5,3,0
1982,3,5,3,0
1983,3,5,3,0
1984,3,5,3,0
1985,3,5,3,32.8142
1986,3,5,3,0.34752
1987,3,5,3,5.81437
1988,3,5,3,75.9061
1989,3,5,3,73.7389
1990,3,5,3,276.481
1991,3,5,3,125.493
1992,3,5,3,861.773
1993,3,5,3,1827.46
1994,3,5,3,3936.05
1995,3,5,3,1906.19
1996,3,5,3,1144.53
1997,3,5,3,1801.46
1998,3,5,3,920.386
1999,3,5,3,2062.21
2000,3,5,3,2570.55
2001,3,5,3,1571.86
2002,3,5,3,2457.95
2003,3,5,3,1693.93
2004,3,5,3,802.082
2005,3,5,3,297.043
2006,3,5,3,989.041
2007,3,5,3,1535.47
2008,3,5,3,1302.48
2009,3,5,3,2280.64
2010,3,5,3,872.171
2011,3,5,3,1473.92
2012,3,5,3,1718.01
2013,3,5,3,961.175
2014,3,5,3,1460.35
2015,3,5,3,1329.91
2016,3,5,3,840.189
2017,3,5,3,2450.58
2018,3,5,3,2478.41
2019,3,5,3,701.521
2020,3,5,3,534.105
2021,3,5,3,944.464
1952,3,6,7,0
1953,3,6,7,0
1954,3,6,7,0
1955,3,6,7,0
1956,3,6,7,0
1957,3,6,7,0
1958,3,6,7,631.251
1959,3,6,7,516.428
1960,3,6,7,555.039
1961,3,6,7,582.758
1962,3,6,7,710.546
1963,3,6,7,1119.52
1964,3,6,7,944.082
1965,3,6,7,481.132
1966,3,6,7,567.139
1967,3,6,7,506.672
1968,3,6,7,1070.36
1969,3,6,7,880.335
1970,3,6,7,398.116
1971,3,6,7,573.027
1972,3,6,7,645.899
1973,3,6,7,600.416
1974,3,6,7,704.688
1975,3,6,7,1359.14
1976,3,6,7,652.296
1977,3,6,7,568.698
1978,3,6,7,1407.29
1979,3,6,7,1035.08
1980,3,6,7,685.141
1981,3,6,7,831.574
1982,3,6,7,778.094
1983,3,6,7,903.46
1984,3,6,7,898.537
1985,3,6,7,1267.75
1986,3,6,7,886.506
1987,3,6,7,1117.02
1988,3,6,7,1381.85
1989,3,6,7,1077.05
1990,3,6,7,2554.02
1991,3,6,7,2468.38
1992,3,6,7,2636.55
1993,3,6,7,2354.64
1994,3,6,7,1888.66
1995,3,6,7,2431.72
1996,3,6,7,2538.89
1997,3,6,7,3269.54
1998,3,6,7,3168.64
1999,3,6,7,4537.03
2000,3,6,7,4577.32
2001,3,6,7,3931.76
2002,3,6,7,3085.78
2003,3,6,7,3991.99
2004,3,6,7,3663.3
2005,3,6,7,3211.78
2006,3,6,7,4768.85
2007,3,6,7,3499.26
2008,3,6,7,3939.48
2009,3,6,7,3676.89
2010,3,6,7,2378.55
2011,3,6,7,3397.74
2012,3,6,7,4119.54
2013,3,6,7,3352.84
2014,3,6,7,4284.57
2015,3,6,7,3041.51
2016,3,6,7,2367.48
2017,3,6,7,1724.23
2018,3,6,7,3209.28
2019,3,6,7,2657.35
2020,3,6,7,2367.21
2021,3,6,7,2058.88
1952,3,7,7,137.437
1953,3,7,7,244.368
1954,3,7,7,156.077
1955,3,7,7,106.706
1956,3,7,7,82.2986
1957,3,7,7,147.708
1958,3,7,7,191.497
1959,3,7,7,74.92
1960,3,7,7,25.5942
1961,3,7,7,84.9393
1962,3,7,7,156.601
1963,3,7,7,34.0477
1964,3,7,7,110.655
1965,3,7,7,419.695
1966,3,7,7,330.024
1967,3,7,7,445.707
1968,3,7,7,443.066
1969,3,7,7,307.347
1970,3,7,7,344.591
1971,3,7,7,235.053
1972,3,7,7,344.068
1973,3,7,7,669.152
1974,3,7,7,817.758
1975,3,7,7,1254.8
1976,3,7,7,1137.79
1977,3,7,7,510.621
1978,3,7,7,829.219
1979,3,7,7,788.233
1980,3,7,7,373.663
1981,3,7,7,192.55
1982,3,7,7,223.303
1983,3,7,7,486.151
1984,3,7,7,366.286
1985,3,7,7,256.813
1986,3,7,7,253.998
1987,3,7,7,276.265
1988,3,7,7,206.292
1989,3,7,7,701.87
1990,3,7,7,674.145
1991,3,7,7,532.553
1992,3,7,7,667.031
1993,3,7,7,421.369
1994,3,7,7,949.823
1995,3,7,7,698.541
1996,3,7,7,670.749
1997,3,7,7,516.281
1998,3,7,7,200.423
1999,3,7,7,567.493
2000,3,7,7,354.111
2001,3,7,7,332.553
2002,3,7,7,300.476
2003,3,7,7,215.085
2004,3,7,7,209.675
2005,3,7,7,325.783
2006,3,7,7,591.408
2007,3,7,7,124.449
2008,3,7,7,551.372
2009,3,7,7,449.114
2010,3,7,7,159.491
2011,3,7,7,430.22
2012,3,7,7,560.347
2013,3,7,7,407.034
2014,3,7,7,386.364
2015,3,7,7,346.821
2016,3,7,7,349.119
2017,3,7,7,758.766
2018,3,7,7,480.192
2019,3,7,7,716.669
2020,3,7,7,587.137
2021,3,7,7,517.926
1952,3,8,8,71.7422
1953,3,8,8,239.736
1954,3,8,8,52.6925
1955,3,8,8,27.2321
1956,3,8,8,6.54544
1957,3,8,8,9.88026
1958,3,8,8,19.323
1959,3,8,8,23.3869
1960,3,8,8,3.1631
1961,3,8,8,32.7677
1962,3,8,8,113.108
1963,3,8,8,29.0431
1964,3,8,8,9.8986
1965,3,8,8,57.92
1966,3,8,8,84.697
1967,3,8,8,36.7008
1968,3,8,8,68.0023
1969,3,8,8,35.6403
1970,3,8,8,26.035
1971,3,8,8,141.904
1972,3,8,8,85.5037
1973,3,8,8,136.317
1974,3,8,8,419.374
1975,3,8,8,81.3877
1976,3,8,8,112.45
1977,3,8,8,225.009
1978,3,8,8,307.658
1979,3,8,8,417.236
1980,3,8,8,540.607
1981,3,8,8,465.931
1982,3,8,8,385.219
1983,3,8,8,309.477
1984,3,8,8,85.7539
1985,3,8,8,217.112
1986,3,8,8,270.276
1987,3,8,8,61.9732
1988,3,8,8,165.982
1989,3,8,8,201.714
1990,3,8,8,16.5896
1991,3,8,8,202.164
1992,3,8,8,87.7484
1993,3,8,8,97.2721
1994,3,8,8,219.499
1995,3,8,8,168.412
1996,3,8,8,0.210389
1997,3,8,8,196.487
1998,3,8,8,34.0088
1999,3,8,8,37.6241
2000,3,8,8,61.5054
2001,3,8,8,44.3871
2002,3,8,8,114.355
2003,3,8,8,132.952
2004,3,8,8,65.1665
2005,3,8,8,69.5479
2006,3,8,8,102.684
2007,3,8,8,78.1427
2008,3,8,8,256.106
2009,3,8,8,153.61
2010,3,8,8,191
2011,3,8,8,153.197
2012,3,8,8,75.8264
2013,3,8,8,117.319
2014,3,8,8,143.014
2015,3,8,8,344.571
2016,3,8,8,135.037
2017,3,8,8,257.854
2018,3,8,8,420.794
2019,3,8,8,286.664
2020,3,8,8,75.9225
2021,3,8,8,128.035
1952,3,9,4,710.261
1953,3,9,4,2275.64
1954,3,9,4,531.686
1955,3,9,4,1101.48
1956,3,9,4,1352.37
1957,3,9,4,3373.86
1958,3,9,4,4150.59
1959,3,9,4,1445.67
1960,3,9,4,2972.03
1961,3,9,4,4399.77
1962,3,9,4,4239.38
1963,3,9,4,3726.38
1964,3,9,4,2513.44
1965,3,9,4,3379.52
1966,3,9,4,2123.64
1967,3,9,4,2999.35
1968,3,9,4,1573.5
1969,3,9,4,1597.3
1970,3,9,4,2233.43
1971,3,9,4,2209.11
1972,3,9,4,4924.73
1973,3,9,4,1694.66
1974,3,9,4,1930
1975,3,9,4,3944.16
1976,3,9,4,4930.14
1977,3,9,4,4066.51
1978,3,9,4,2685.53
1979,3,9,4,6507.57
1980,3,9,4,6369.64
1981,3,9,4,3338.7
1982,3,9,4,5122.35
1983,3,9,4,3517.59
1984,3,9,4,6432.48
1985,3,9,4,6366.55
1986,3,9,4,4770.7
1987,3,9,4,8322.81
1988,3,9,4,4700.72
1989,3,9,4,4564.65
1990,3,9,4,6456.6
1991,3,9,4,3354.93
1992,3,9,4,5657.94
1993,3,9,4,7501.94
1994,3,9,4,11503.7
1995,3,9,4,5564.8
1996,3,9,4,4242.94
1997,3,9,4,8268.68
1998,3,9,4,10706.4
1999,3,9,4,6900.8
2000,3,9,4,9421.23
2001,3,9,4,7979.84
2002,3,9,4,13103.4
2003,3,9,4,3234.6
2004,3,9,4,20873.7
2005,3,9,4,7716.59
2006,3,9,4,7580.35
2007,3,9,4,9943.74
2008,3,9,4,7667.92
2009,3,9,4,7995.39
2010,3,9,4,6789.65
2011,3,9,4,6474.24
2012,3,9,4,7404.64
2013,3,9,4,6586.73
2014,3,9,4,7624.81
2015,3,9,4,6950.09
2016,3,9,4,5071.99
2017,3,9,4,3041.34
2018,3,9,4,4793.08
2019,3,9,4,7853.46
2020,3,9,4,3580.91
2021,3,9,4,3554.37
1952,3,10,5,0
1953,3,10,5,0
1954,3,10,5,0
1955,3,10,5,0
1956,3,10,5,0
1957,3,10,5,0
1958,3,10,5,0
1959,3,10,5,0
1960,3,10,5,0
1961,3,10,5,0
1962,3,10,5,0
1963,3,10,5,0
1964,3,10,5,0
1965,3,10,5,0
1966,3,10,5,0
1967,3,10,5,0
1968,3,10,5,0
1969,3,10,5,0
1970,3,10,5,0
1971,3,10,5,0
1972,3,10,5,0
1973,3,10,5,0
1974,3,10,5,0
1975,3,10,5,0
1976,3,10,5,0
1977,3,10,5,0
1978,3,10,5,0
1979,3,10,5,0
1980,3,10,5,0
1981,3,10,5,0
1982,3,10,5,0
1983,3,10,5,0
1984,3,10,5,0
1985,3,10,5,0
1986,3,10,5,0
1987,3,10,5,10.1897
1988,3,10,5,16.2665
1989,3,10,5,30.1691
1990,3,10,5,11.6057
1991,3,10,5,3.20503
1992,3,10,5,4.5084
1993,3,10,5,1.0982
1994,3,10,5,16.1781
1995,3,10,5,21.5482
1996,3,10,5,74.2007
1997,3,10,5,193.684
1998,3,10,5,213.845
1999,3,10,5,268.137
2000,3,10,5,217.764
2001,3,10,5,407.201
2002,3,10,5,260.877
2003,3,10,5,315.051
2004,3,10,5,374.103
2005,3,10,5,239.452
2006,3,10,5,137.63
2007,3,10,5,290.177
2008,3,10,5,203.025
2009,3,10,5,145.47
2010,3,10,5,101.494
2011,3,10,5,110.855
2012,3,10,5,193.213
2013,3,10,5,158.252
2014,3,10,5,126.108
2015,3,10,5,252.525
2016,3,10,5,308.556
2017,3,10,5,91.3151
2018,3,10,5,122.255
2019,3,10,5,60.1861
2020,3,10,5,114.634
2021,3,10,5,107.065
1952,3,11,5,12.3801
1953,3,11,5,53.5454
1954,3,11,5,371.986
1955,3,11,5,118.114
1956,3,11,5,51.6356
1957,3,11,5,129.544
1958,3,11,5,222.886
1959,3,11,5,370.805
1960,3,11,5,183.985
1961,3,11,5,342.226
1962,3,11,5,848.771
1963,3,11,5,495.185
1964,3,11,5,356.1
1965,3,11,5,499.235
1966,3,11,5,516.125
1967,3,11,5,591.916
1968,3,11,5,427.972
1969,3,11,5,330.885
1970,3,11,5,517.147
1971,3,11,5,614.518
1972,3,11,5,342.324
1973,3,11,5,1006.85
1974,3,11,5,228.963
1975,3,11,5,207.304
1976,3,11,5,379.408
1977,3,11,5,97.1344
1978,3,11,5,221.314
1979,3,11,5,511.847
1980,3,11,5,546.492
1981,3,11,5,645.658
1982,3,11,5,309.455
1983,3,11,5,374.621
1984,3,11,5,350.296
1985,3,11,5,667.12
1986,3,11,5,516.249
1987,3,11,5,389.612
1988,3,11,5,1021.56
1989,3,11,5,670.778
1990,3,11,5,931.153
1991,3,11,5,427.398
1992,3,11,5,579.881
1993,3,11,5,775.126
1994,3,11,5,605.915
1995,3,11,5,672.643
1996,3,11,5,654.648
1997,3,11,5,1042.07
1998,3,11,5,1037.58
1999,3,11,5,449.207
2000,3,11,5,421.441
2001,3,11,5,782.598
2002,3,11,5,916.313
2003,3,11,5,674.43
2004,3,11,5,1251.39
2005,3,11,5,684.7
2006,3,11,5,932.012
2007,3,11,5,476.444
2008,3,11,5,916.687
2009,3,11,5,464.566
2010,3,11,5,1057.62
2011,3,11,5,774.123
2012,3,11,5,452.179
2013,3,11,5,456.281
2014,3,11,5,807.452
2015,3,11,5,719.403
2016,3,11,5,333.753
2017,3,11,5,369.228
2018,3,11,5,376.482
2019,3,11,5,498.732
2020,3,11,5,402.951
2021,3,11,5,363.874
1952,3,12,6,0
1953,3,12,6,0
1954,3,12,6,50.3953
1955,3,12,6,386.712
1956,3,12,6,273.367
1957,3,12,6,194.094
1958,3,12,6,430.461
1959,3,12,6,603.734
1960,3,12,6,553.285
1961,3,12,6,684.237
1962,3,12,6,273.909
1963,3,12,6,229.595
1964,3,12,6,272.161
1965,3,12,6,394.008
1966,3,12,6,777.902
1967,3,12,6,556.341
1968,3,12,6,217.327
1969,3,12,6,434.432
1970,3,12,6,438.436
1971,3,12,6,373.879
1972,3,12,6,263.088
1973,3,12,6,591.46
1974,3,12,6,280.563
1975,3,12,6,172.497
1976,3,12,6,769.18
1977,3,12,6,538.728
1978,3,12,6,754.329
1979,3,12,6,622.453
1980,3,12,6,1056.7
1981,3,12,6,1021.1
1982,3,12,6,717.488
1983,3,12,6,717.193
1984,3,12,6,761.508
1985,3,12,6,672.827
1986,3,12,6,601.434
1987,3,12,6,760.585
1988,3,12,6,340.583
1989,3,12,6,224.228
1990,3,12,6,442.892
1991,3,12,6,326.527
1992,3,12,6,264.39
1993,3,12,6,147.214
1994,3,12,6,307.999
1995,3,12,6,299.166
1996,3,12,6,438.375
1997,3,12,6,303.071
1998,3,12,6,649.502
1999,3,12,6,677.275
2000,3,12,6,724.202
2001,3,12,6,1349.61
2002,3,12,6,1606.67
2003,3,12,6,1916.08
2004,3,12,6,2145.93
2005,3,12,6,1822.87
2006,3,12,6,1294.97
2007,3,12,6,1537.17
2008,3,12,6,1400.18
2009,3,12,6,2474.8
2010,3,12,6,1663.27
2011,3,12,6,2146.2
2012,3,12,6,1957.51
2013,3,12,6,1525.88
2014,3,12,6,1309.16
2015,3,12,6,1231.14
2016,3,12,6,1908.58
2017,3,12,6,1828.96
2018,3,12,6,1428.94
2019,3,12,6,1487.5
2020,3,12,6,1702.1
2021,3,12,6,956.019
1952,3,13,3,0
1953,3,13,3,0
1954,3,13,3,0
1955,3,13,3,0
1956,3,13,3,0
1957,3,13,3,0
1958,3,13,3,0
1959,3,13,3,0
1960,3,13,3,0
1961,3,13,3,0
1962,3,13,3,0
1963,3,13,3,0
1964,3,13,3,0
1965,3,13,3,0
1966,3,13,3,0
1967,3,13,3,0
1968,3,13,3,0
1969,3,13,3,0
1970,3,13,3,0
1971,3,13,3,0
1972,3,13,3,0
1973,3,13,3,0
1974,3,13,3,8.5
1975,3,13,3,14.6
1976,3,13,3,205.2
1977,3,13,3,214.5
1978,3,13,3,311.4
1979,3,13,3,389.4
1980,3,13,3,735.2
1981,3,13,3,1900
1982,3,13,3,3040.3
1983,3,13,3,3892.7
1984,3,13,3,4971.6
1985,3,13,3,3444.8
1986,3,13,3,5237.1
1987,3,13,3,3257.7
1988,3,13,3,5208.9
1989,3,13,3,3964.1
1990,3,13,3,5327.3
1991,3,13,3,6495.5
1992,3,13,3,9952.6
1993,3,13,3,5700.5
1994,3,13,3,4821.6
1995,3,13,3,2838.2
1996,3,13,3,3055.6
1997,3,13,3,1663.2
1998,3,13,3,2232.1
1999,3,13,3,9177.9
2000,3,13,3,6971
2001,3,13,3,2284.9
2002,3,13,3,2199.2
2003,3,13,3,4587.1
2004,3,13,3,8009
2005,3,13,3,5207.3
2006,3,13,3,3411.3
2007,3,13,3,4819.8
2008,3,13,3,3992.5
2009,3,13,3,2791
2010,3,13,3,77.7
2011,3,13,3,222.5
2012,3,13,3,624.2
2013,3,13,3,1058
2014,3,13,3,290.6
2015,3,13,3,73.8
2016,3,13,3,1433.3
2017,3,13,3,815.7
2018,3,13,3,814.3
2019,3,13,3,388.6
2020,3,13,3,2093.2
2021,3,13,3,2505.7
1952,3,14,3,0
1953,3,14,3,0
1954,3,14,3,0
1955,3,14,3,0
1956,3,14,3,0
1957,3,14,3,0
1958,3,14,3,0
1959,3,14,3,0
1960,3,14,3,0
1961,3,14,3,0
1962,3,14,3,0
1963,3,14,3,0
1964,3,14,3,0
1965,3,14,3,0
1966,3,14,3,0
1967,3,14,3,0
1968,3,14,3,0
1969,3,14,3,0
1970,3,14,3,0.1
1971,3,14,3,0
1972,3,14,3,0
1973,3,14,3,0
1974,3,14,3,0.1
1975,3,14,3,1.2
1976,3,14,3,3.4
1977,3,14,3,2.3
1978,3,14,3,3.4
1979,3,14,3,35.6
1980,3,14,3,9.4
1981,3,14,3,89.4
1982,3,14,3,150.6
1983,3,14,3,117.7
1984,3,14,3,195
1985,3,14,3,185.5
1986,3,14,3,236.2
1987,3,14,3,335.8
1988,3,14,3,603.1
1989,3,14,3,349.5
1990,3,14,3,512.9
1991,3,14,3,380.5
1992,3,14,3,1475
1993,3,14,3,1413.1
1994,3,14,3,1187.7
1995,3,14,3,921.7
1996,3,14,3,415.6
1997,3,14,3,69.6
1998,3,14,3,109.2
1999,3,14,3,337.5
2000,3,14,3,744.7
2001,3,14,3,249.9
2002,3,14,3,457.3
2003,3,14,3,1056.1
2004,3,14,3,1030.2
2005,3,14,3,1957.2
2006,3,14,3,1024
2007,3,14,3,649.2
2008,3,14,3,1062.9
2009,3,14,3,961.1
2010,3,14,3,1524.8
2011,3,14,3,787.6
2012,3,14,3,805.9
2013,3,14,3,1451.1
2014,3,14,3,1887.8
2015,3,14,3,2403
2016,3,14,3,834.5
2017,3,14,3,1031.8
2018,3,14,3,2402.4
2019,3,14,3,1799.4
2020,3,14,3,614.3
2021,3,14,3,1281.5
1952,3,15,4,0
1953,3,15,4,0
1954,3,15,4,0
1955,3,15,4,0
1956,3,15,4,0
1957,3,15,4,0
1958,3,15,4,0
1959,3,15,4,0
1960,3,15,4,0
1961,3,15,4,0
1962,3,15,4,0
1963,3,15,4,0
1964,3,15,4,0
1965,3,15,4,0
1966,3,15,4,0
1967,3,15,4,0
1968,3,15,4,0
1969,3,15,4,0
1970,3,15,4,0
1971,3,15,4,0
1972,3,15,4,0
1973,3,15,4,0
1974,3,15,4,0
1975,3,15,4,0
1976,3,15,4,0
1977,3,15,4,0
1978,3,15,4,0
1979,3,15,4,0
1980,3,15,4,0
1981,3,15,4,0
1982,3,15,4,484.7
1983,3,15,4,1109.6
1984,3,15,4,454.7
1985,3,15,4,119.7
1986,3,15,4,220.3
1987,3,15,4,1716.6
1988,3,15,4,8.5
1989,3,15,4,11.6
1990,3,15,4,334.4
1991,3,15,4,685.5
1992,3,15,4,374.2
1993,3,15,4,2759.8
1994,3,15,4,1291.8
1995,3,15,4,23.5
1996,3,15,4,1267
1997,3,15,4,4308.6
1998,3,15,4,5331.8
1999,3,15,4,10575.2
2000,3,15,4,6536.3
2001,3,15,4,6847.4
2002,3,15,4,3420.1
2003,3,15,4,2256.2
2004,3,15,4,2463.4
2005,3,15,4,4286.6
2006,3,15,4,6110.6
2007,3,15,4,5493.6
2008,3,15,4,4586.1
2009,3,15,4,3514.6
2010,3,15,4,0.5
2011,3,15,4,11.6
2012,3,15,4,629.6
2013,3,15,4,182.2
2014,3,15,4,1198.2
2015,3,15,4,648.5
2016,3,15,4,784.7
2017,3,15,4,1811.7
2018,3,15,4,1871.8
2019,3,15,4,1602.9
2020,3,15,4,2319.5
2021,3,15,4,1264.4
1952,3,16,4,0
1953,3,16,4,0
1954,3,16,4,0
1955,3,16,4,0
1956,3,16,4,0
1957,3,16,4,0
1958,3,16,4,0
1959,3,16,4,0
1960,3,16,4,0
1961,3,16,4,0
1962,3,16,4,0
1963,3,16,4,0
1964,3,16,4,0
1965,3,16,4,0
1966,3,16,4,0
1967,3,16,4,0
1968,3,16,4,0
1969,3,16,4,0
1970,3,16,4,0
1971,3,16,4,0
1972,3,16,4,0
1973,3,16,4,0
1974,3,16,4,0
1975,3,16,4,0
1976,3,16,4,0
1977,3,16,4,0
1978,3,16,4,0
1979,3,16,4,0
1980,3,16,4,0
1981,3,16,4,0
1982,3,16,4,16.2
1983,3,16,4,60.2
1984,3,16,4,0.2
1985,3,16,4,12.3
1986,3,16,4,2.4
1987,3,16,4,147.1
1988,3,16,4,1.5
1989,3,16,4,0.3
1990,3,16,4,294.7
1991,3,16,4,246.3
1992,3,16,4,46.7
1993,3,16,4,315.6
1994,3,16,4,516.9
1995,3,16,4,4.2
1996,3,16,4,50.8
1997,3,16,4,967.8
1998,3,16,4,2040.6
1999,3,16,4,34.4
2000,3,16,4,145.1
2001,3,16,4,805.5
2002,3,16,4,702.3
2003,3,16,4,35.4
2004,3,16,4,14.5
2005,3,16,4,336.5
2006,3,16,4,324
2007,3,16,4,246.6
2008,3,16,4,613.2
2009,3,16,4,459.3
2010,3,16,4,143.8
2011,3,16,4,11.3
2012,3,16,4,1147.9
2013,3,16,4,100.6
2014,3,16,4,814.5
2015,3,16,4,1102.8
2016,3,16,4,883.9
2017,3,16,4,1168.8
2018,3,16,4,299.7
2019,3,16,4,750.8
2020,3,16,4,199.5
2021,3,16,4,367.1
1952,3,17,7,0
1953,3,17,7,0
1954,3,17,7,0
1955,3,17,7,0
1956,3,17,7,0
1957,3,17,7,0
1958,3,17,7,0
1959,3,17,7,0
1960,3,17,7,0
1961,3,17,7,0
1962,3,17,7,0
1963,3,17,7,0
1964,3,17,7,0
1965,3,17,7,0
1966,3,17,7,0
1967,3,17,7,0
1968,3,17,7,0
1969,3,17,7,0
1970,3,17,7,637
1971,3,17,7,707.8
1972,3,17,7,738.5
1973,3,17,7,881.1
1974,3,17,7,1024.1
1975,3,17,7,1043.7
1976,3,17,7,886.3
1977,3,17,7,1287.1
1978,3,17,7,780.7
1979,3,17,7,920.8
1980,3,17,7,845.3
1981,3,17,7,1095.8
1982,3,17,7,971.3
1983,3,17,7,1198.2
1984,3,17,7,1141
1985,3,17,7,1276.7
1986,3,17,7,1202.3
1987,3,17,7,960.4
1988,3,17,7,1095.9
1989,3,17,7,1211.9
1990,3,17,7,1755.6
1991,3,17,7,1957.6
1992,3,17,7,971.9
1993,3,17,7,855.9
1994,3,17,7,1470.6
1995,3,17,7,1641.4
1996,3,17,7,1618.9
1997,3,17,7,1562.3
1998,3,17,7,1831.1
1999,3,17,7,1454.3
2000,3,17,7,1848.1
2001,3,17,7,1595.1
2002,3,17,7,1586
2003,3,17,7,2157
2004,3,17,7,2375
2005,3,17,7,2008.6
2006,3,17,7,2184.5
2007,3,17,7,2254.7
2008,3,17,7,2084.1
2009,3,17,7,1452.1
2010,3,17,7,873.9
2011,3,17,7,480.4
2012,3,17,7,655.8
2013,3,17,7,401.6
2014,3,17,7,547.4
2015,3,17,7,360.5
2016,3,17,7,430.8
2017,3,17,7,542
2018,3,17,7,309.3
2019,3,17,7,491
2020,3,17,7,576.1
2021,3,17,7,313.6
1952,3,18,7,0
1953,3,18,7,0
1954,3,18,7,0
1955,3,18,7,0
1956,3,18,7,0
1957,3,18,7,0
1958,3,18,7,0
1959,3,18,7,0
1960,3,18,7,0
1961,3,18,7,0
1962,3,18,7,0
1963,3,18,7,0
1964,3,18,7,0
1965,3,18,7,0
1966,3,18,7,0
1967,3,18,7,0
1968,3,18,7,0
1969,3,18,7,0
1970,3,18,7,29.8
1971,3,18,7,33.2
1972,3,18,7,34.5
1973,3,18,7,41.3
1974,3,18,7,47.8
1975,3,18,7,48.8
1976,3,18,7,41.3
1977,3,18,7,58.3
1978,3,18,7,35.3
1979,3,18,7,45.2
1980,3,18,7,41.3
1981,3,18,7,45.5
1982,3,18,7,42
1983,3,18,7,45.8
1984,3,18,7,65.7
1985,3,18,7,74.3
1986,3,18,7,76
1987,3,18,7,65.5
1988,3,18,7,78.8
1989,3,18,7,85.8
1990,3,18,7,111.2
1991,3,18,7,124.8
1992,3,18,7,83.3
1993,3,18,7,82.3
1994,3,18,7,117.8
1995,3,18,7,131.7
1996,3,18,7,161
1997,3,18,7,194.3
1998,3,18,7,181.3
1999,3,18,7,120.8
2000,3,18,7,209.5
2001,3,18,7,162.5
2002,3,18,7,156.5
2003,3,18,7,192
2004,3,18,7,163
2005,3,18,7,188.3
2006,3,18,7,160.3
2007,3,18,7,148.8
